file,category,pexels_url,file_url,duration_s,bytes,sha256
neg_assist_7522211.mp4,assist,https://www.pexels.com/video/7522211/,https://videos.pexels.com/video-files/7522211/7522211-sd_640_360_25fps.mp4,13.6,573082,6da7baacee84068c4d3b84b442452ed20d51af8b0bcacc89f338212f778246e7
neg_assist_7522214.mp4,assist,https://www.pexels.com/video/7522214/,https://videos.pexels.com/video-files/7522214/7522214-sd_640_360_25fps.mp4,14.32,942680,1b56c69bad7bbf968ac6b9b505330339fd76ace24b08d552f8eb8d393ad02958
neg_assist_7522219.mp4,assist,https://www.pexels.com/video/7522219/,https://videos.pexels.com/video-files/7522219/7522219-sd_640_360_25fps.mp4,18.0,1201116,4c7b03bf82f57622b19f3ef690e058980a2212fcde2825c5e675e438db4ca3ff
neg_assist_7522220.mp4,assist,https://www.pexels.com/video/7522220/,https://videos.pexels.com/video-files/7522220/7522220-sd_640_360_25fps.mp4,20.08,1313238,2444ea8940a0d309b60d635facc87b64b1b583c64b85e45f0f13aa0e0bba1372
neg_assist_7522221.mp4,assist,https://www.pexels.com/video/7522221/,https://videos.pexels.com/video-files/7522221/7522221-sd_640_360_25fps.mp4,9.24,352311,70c01fb016b2695460ac325bea9181b765c036eef546863c3adbf75818aa413f
neg_crowd_10177961.mp4,crowd,https://www.pexels.com/video/10177961/,https://videos.pexels.com/video-files/10177961/10177961-sd_640_360_30fps.mp4,30.8,2500440,9a88296b53d86fad6340b474a0fee5d08530d6bfbd82d11d34381fcc2f2fa7a5
neg_crowd_11791314.mp4,crowd,https://www.pexels.com/video/11791314/,https://videos.pexels.com/video-files/11791314/11791314-sd_640_360_30fps.mp4,59.96,6679030,0c8575ab66aff1532c32efcf3b1e04d5a2544b539b5967775c755443dd2bb50b
neg_crowd_13587066.mp4,crowd,https://www.pexels.com/video/13587066/,https://videos.pexels.com/video-files/13587066/13587066-sd_640_360_24fps.mp4,18.52,2095985,bdf874155fd2ca887a62efb5d2944cebbda386d28cf500594a02843d3a8d8234
neg_crowd_14393753.mp4,crowd,https://www.pexels.com/video/14393753/,https://videos.pexels.com/video-files/14393753/14393753-sd_640_360_30fps.mp4,31.13,3785182,dfd139a7a2adce0ced351431e9d04b3765d13f9d4a495717c448e7ea51d36271
neg_crowd_14393758.mp4,crowd,https://www.pexels.com/video/14393758/,https://videos.pexels.com/video-files/14393758/14393758-sd_640_360_30fps.mp4,21.09,2579737,5e52ecc4af10453e1e7ca02f7c69d85b10914ec4a4197963c384b9bcbc6f3e6a
neg_crowd_15007111.mp4,crowd,https://www.pexels.com/video/15007111/,https://videos.pexels.com/video-files/15007111/15007111-sd_640_360_15fps.mp4,31.26,1552824,68e64ef70d7ddd9eeb50ca395275a419c119370ee1a7bd55cb1f87ab13d20ebc
neg_crowd_15007112.mp4,crowd,https://www.pexels.com/video/15007112/,https://videos.pexels.com/video-files/15007112/15007112-sd_640_360_15fps.mp4,31.52,3273416,e4a8b0441a4bf4d937725d909c0d0dc1c393e3d22efa3367aeb213d5052fcf0a
neg_crowd_15760904.mp4,crowd,https://www.pexels.com/video/15760904/,https://videos.pexels.com/video-files/15760904/15760904-sd_640_360_24fps.mp4,18.58,2269643,bf62284a7c267e011dad46a046b61bf34e1a22e1b68ea8d8bfa5fabc8ca77d60
neg_crowd_16240174.mp4,crowd,https://www.pexels.com/video/16240174/,https://videos.pexels.com/video-files/16240174/16240174-sd_360_640_30fps.mp4,16.42,2014287,5fb3f9b00a734e7a752d970a1deeec09902b135b6a8f0e3115d9bd91855fdd9f
neg_crowd_18456122.mp4,crowd,https://www.pexels.com/video/18456122/,https://videos.pexels.com/video-files/18456122/18456122-sd_640_360_30fps.mp4,11.48,1425920,1a205e0cba2a8615d97c85b8bff0b1703815587848392c530f586a6f3b2aa7cf
neg_crowd_18463428.mp4,crowd,https://www.pexels.com/video/18463428/,https://videos.pexels.com/video-files/18463428/18463428-sd_360_640_30fps.mp4,8.57,1073489,f9d868258621e7aac3e8bf73a115e5c7f4d20075e1c3136b5fbbce900cfe4c28
neg_crowd_18552655.mp4,crowd,https://www.pexels.com/video/18552655/,https://videos.pexels.com/video-files/18552655/18552655-sd_640_360_30fps.mp4,22.59,2758852,3737be563d66230150d581e7e706da7132358d12eccc17d096ebfae0ae3cdb7c
neg_crowd_19085074.mp4,crowd,https://www.pexels.com/video/19085074/,https://videos.pexels.com/video-files/19085074/19085074-sd_360_640_30fps.mp4,8.0,882183,c44d9c8e99dd831286343a74e229890e94e626147e31477c5171b3249c0c3aba
neg_crowd_19300221.mp4,crowd,https://www.pexels.com/video/19300221/,https://videos.pexels.com/video-files/19300221/19300221-sd_640_360_25fps.mp4,8.64,578447,f96f8e763563e34488f6801ef976008a36e0e871c5400bd876093f97ba2388e4
neg_crowd_19434326.mp4,crowd,https://www.pexels.com/video/19434326/,https://videos.pexels.com/video-files/19434326/19434326-sd_360_640_30fps.mp4,15.83,1781154,2adf353b5fcae28717efe9368c1a949cbb44c6d8ec6b11e53932d9b644e45836
neg_crowd_4346889.mp4,crowd,https://www.pexels.com/video/4346889/,https://videos.pexels.com/video-files/4346889/4346889-sd_640_360_30fps.mp4,11.37,810059,aa6e5b59a48f30848156abb6df1ff105729533eb6e07ad62956ea7b7e927973b
neg_crowd_4750042.mp4,crowd,https://www.pexels.com/video/4750042/,https://videos.pexels.com/video-files/4750042/4750042-sd_640_360_30fps.mp4,13.11,1092113,61a9d5e0f4b82882722ab1ef49286098f9f372cef2226f13412a1d8f2bf6ff6d
neg_crowd_4819179.mp4,crowd,https://www.pexels.com/video/4819179/,https://videos.pexels.com/video-files/4819179/4819179-sd_640_360_30fps.mp4,15.68,1242270,b393e512776f64ea8989a36bf358bb5e9d34dcc48225db83cd18ddb502ee5ebd
neg_crowd_6574230.mp4,crowd,https://www.pexels.com/video/6574230/,https://videos.pexels.com/video-files/6574230/6574230-sd_640_360_25fps.mp4,19.68,1625349,d4e86022aa0eae62012519f16f3898957f2f2260be3a6e3fab0a94d8c4eef62d
neg_crowd_854664.mp4,crowd,https://www.pexels.com/video/854664/,https://videos.pexels.com/video-files/854664/854664-sd_640_360_30fps.mp4,29.43,1648002,2e14542c6d0fda04a121431ef3d21351349b93580089c5eeaa89176770d15ddc
neg_crowd_855586.mp4,crowd,https://www.pexels.com/video/855586/,https://videos.pexels.com/video-files/855586/855586-sd_640_360_30fps.mp4,15.37,962089,3c9e75cc68fc4a7f8e4799e593754c8770a48627b04b4b089ddedd94865be727
neg_hug_3704107.mp4,hug,https://www.pexels.com/video/3704107/,https://videos.pexels.com/video-files/3704107/3704107-sd_506_960_25fps.mp4,9.4,1697176,32cb2e9f7f24e76868ca80de4a50315bbf0caa0fd2b8bc0da374fb75d069cdc8
neg_hug_4588258.mp4,hug,https://www.pexels.com/video/4588258/,https://videos.pexels.com/video-files/4588258/4588258-sd_640_360_25fps.mp4,13.24,1109600,81a28517db0fee426618b56be0a33682444894186bc2b823b99f9f3f0b2749d3
neg_hug_4668582.mp4,hug,https://www.pexels.com/video/4668582/,https://videos.pexels.com/video-files/4668582/4668582-sd_640_360_24fps.mp4,10.39,818996,bad128891973a6e81df7fe7657bdc70432fd98b2140848ad0ab36962154bd412
neg_hug_4800446.mp4,hug,https://www.pexels.com/video/4800446/,https://videos.pexels.com/video-files/4800446/4800446-sd_640_360_24fps.mp4,10.0,533050,2b5290fb6f3fed8e33a8d4c21f8dcc07dc81b437643be97c8ab3618b392c3475
neg_hug_4800620.mp4,hug,https://www.pexels.com/video/4800620/,https://videos.pexels.com/video-files/4800620/4800620-sd_360_640_24fps.mp4,12.04,589093,20fc91d364ec8bcc4021e81e1ddd35aa4c54115589b468fb900d531af5f47a8c
neg_hug_4801939.mp4,hug,https://www.pexels.com/video/4801939/,https://videos.pexels.com/video-files/4801939/4801939-sd_360_640_24fps.mp4,8.58,500906,0f5c2ead532954b80de848b97bd4c590e2dbaa55c6c4f266556b77bf0a07e3fd
neg_hug_5045935.mp4,hug,https://www.pexels.com/video/5045935/,https://videos.pexels.com/video-files/5045935/5045935-sd_640_360_30fps.mp4,8.01,501332,12f96fa996fd00dceaee73722352bbf02c98bbb4f0f64f8570f4b58415c25e6b
neg_hug_5087558.mp4,hug,https://www.pexels.com/video/5087558/,https://videos.pexels.com/video-files/5087558/5087558-sd_640_360_25fps.mp4,9.76,774282,cd3fbcede66589b748ec4c0b61a4c1dfb0d2254254e3ec5ff1ab99ae61d36c4a
neg_hug_5272788.mp4,hug,https://www.pexels.com/video/5272788/,https://videos.pexels.com/video-files/5272788/5272788-sd_640_360_30fps.mp4,10.64,671531,deb953dff78e0453d8668b09d2e61e04500033a1e955f3f5151102e14443c541
neg_hug_5359620.mp4,hug,https://www.pexels.com/video/5359620/,https://videos.pexels.com/video-files/5359620/5359620-sd_640_360_30fps.mp4,19.19,1332844,a59c09510e0f3063a5b894f109c35b46168c7b4aa167bf5d78703063f6380c46
neg_hug_5518467.mp4,hug,https://www.pexels.com/video/5518467/,https://videos.pexels.com/video-files/5518467/5518467-sd_360_640_30fps.mp4,20.29,1273415,c7c64db541a9daf7bea9eb4c5482a179e168e5e5914bd270dca5c8105efa5411
neg_hug_5616659.mp4,hug,https://www.pexels.com/video/5616659/,https://videos.pexels.com/video-files/5616659/5616659-sd_640_360_25fps.mp4,18.72,1241635,820e9d44136fb6ff5996efa12b0725a6027ba70e7091711c3a2eae6d1c339f9e
neg_hug_5616662.mp4,hug,https://www.pexels.com/video/5616662/,https://videos.pexels.com/video-files/5616662/5616662-sd_640_360_25fps.mp4,14.6,971845,887831698b26fd480236306365965de4988c37210b72326c6fb2d8bec99afd03
neg_hug_5616686.mp4,hug,https://www.pexels.com/video/5616686/,https://videos.pexels.com/video-files/5616686/5616686-sd_640_360_25fps.mp4,8.08,508076,a69a76a9752cb5bc61aae17c068460f9e282e6c234fcd80b78966fc89279736d
neg_hug_5737814.mp4,hug,https://www.pexels.com/video/5737814/,https://videos.pexels.com/video-files/5737814/5737814-sd_640_360_25fps.mp4,12.12,763850,4e08ff6ca0ac9a6ff42b9942526759d8f7b1ada1fd09d699fb4face30aaf76ea
neg_hug_5737818.mp4,hug,https://www.pexels.com/video/5737818/,https://videos.pexels.com/video-files/5737818/5737818-sd_640_360_25fps.mp4,21.56,1497490,59d3077566cc260a833ae9bec65335dad0c75c1918a795879c4bdd156422d3e2
neg_hug_5745609.mp4,hug,https://www.pexels.com/video/5745609/,https://videos.pexels.com/video-files/5745609/5745609-sd_640_360_25fps.mp4,14.64,1024542,ca484f0273e18c666a4271fa235264f487dc2a26cb4278cd7f84dee16f24b933
neg_hug_6104311.mp4,hug,https://www.pexels.com/video/6104311/,https://videos.pexels.com/video-files/6104311/6104311-sd_640_360_25fps.mp4,20.68,1037831,c90fdc49bc5d3a9a73cdd8ab9a2f3dc77e995444b421ee31e60d07c411deba13
neg_hug_6149761.mp4,hug,https://www.pexels.com/video/6149761/,https://videos.pexels.com/video-files/6149761/6149761-sd_640_360_30fps.mp4,13.03,663523,cb92c137d272ae0665ec1b7f84b4164cb89ad5ed77cac8561c32a150973a32d9
neg_hug_6149766.mp4,hug,https://www.pexels.com/video/6149766/,https://videos.pexels.com/video-files/6149766/6149766-sd_640_360_30fps.mp4,8.33,649950,818aec74db2d884b765f025c6da007a6859c1ed6eb0af36518d77d6c11fc6077
neg_hug_6149767.mp4,hug,https://www.pexels.com/video/6149767/,https://videos.pexels.com/video-files/6149767/6149767-sd_640_360_30fps.mp4,21.27,1801549,fdab1e98321b8db6fafd75fa651fbc7c1a1aeafca9fb428cb498eedc09dab480
neg_hug_6149769.mp4,hug,https://www.pexels.com/video/6149769/,https://videos.pexels.com/video-files/6149769/6149769-sd_640_360_30fps.mp4,10.1,867055,d22ce716c7f78bcd5a0194929b974a8dc7e9e31db8e74f5f658560b32e1260dd
neg_hug_6149777.mp4,hug,https://www.pexels.com/video/6149777/,https://videos.pexels.com/video-files/6149777/6149777-sd_640_360_30fps.mp4,10.43,893042,b3b2c3530e69fbe067f340586f6588af125304166197ea1ef7fa06b29976ec56
neg_hug_6149778.mp4,hug,https://www.pexels.com/video/6149778/,https://videos.pexels.com/video-files/6149778/6149778-sd_640_360_30fps.mp4,13.47,1154871,0b45e3103b9cd617cda20fddaf531c335192b33a2511b31fa690a4588d556f4c
neg_hug_6149885.mp4,hug,https://www.pexels.com/video/6149885/,https://videos.pexels.com/video-files/6149885/6149885-sd_640_360_30fps.mp4,11.2,941349,8f96ad6d6dc963f50cb3408b83a1e4d7911a5759d6c59693a4800252ba76bed5
neg_hug_6150051.mp4,hug,https://www.pexels.com/video/6150051/,https://videos.pexels.com/video-files/6150051/6150051-sd_360_640_30fps.mp4,8.43,387033,d90fa57a10f8f3ef0bc1d36929947cd3dd86bac0c6bed8e7f86f7dac591522c9
neg_hug_6307679.mp4,hug,https://www.pexels.com/video/6307679/,https://videos.pexels.com/video-files/6307679/6307679-sd_360_640_24fps.mp4,10.01,613091,626f9536ca0a67822864826f84a84bea8f0751c57955930d85ff9174a94756e6
neg_hug_6570564.mp4,hug,https://www.pexels.com/video/6570564/,https://videos.pexels.com/video-files/6570564/6570564-sd_360_640_25fps.mp4,25.12,1434594,19734599727edda4c5deea91f93089153f10dc1232ed9f593166b08b999791a5
neg_hug_6570593.mp4,hug,https://www.pexels.com/video/6570593/,https://videos.pexels.com/video-files/6570593/6570593-sd_360_640_25fps.mp4,32.72,1947462,f3ea85f5e36fd716e4263b8f3c57dca183fb1560554cfa29f06937243180fc2e
neg_hug_6967412.mp4,hug,https://www.pexels.com/video/6967412/,https://videos.pexels.com/video-files/6967412/6967412-sd_640_360_25fps.mp4,12.44,278905,5cee580bff0ff5acc6cf7620a86a6bfc172a97fda93b9872dcff67f9fe2bbbe6
neg_hug_7059112.mp4,hug,https://www.pexels.com/video/7059112/,https://videos.pexels.com/video-files/7059112/7059112-sd_360_640_24fps.mp4,10.01,533717,3ec313c78c15b490e3b8c4c4086d378eb46beabb9b342712956d41fa83c94939
neg_hug_7119658.mp4,hug,https://www.pexels.com/video/7119658/,https://videos.pexels.com/video-files/7119658/7119658-sd_640_360_25fps.mp4,11.28,705375,e7d1e14d89dff188be6b189b00892af2da9716324f30c4e346263a4116476f6c
neg_hug_7251362.mp4,hug,https://www.pexels.com/video/7251362/,https://videos.pexels.com/video-files/7251362/7251362-sd_360_640_25fps.mp4,9.2,553036,034106e200c12a303c209acf71bd0824ca66ecb92f3cc761c2cbd5e461eb74bf
neg_hug_7351683.mp4,hug,https://www.pexels.com/video/7351683/,https://videos.pexels.com/video-files/7351683/7351683-sd_506_960_30fps.mp4,29.5,4298825,ab49817b309d9f8050bcb06b784adb9ad3738fd270bbdacdffcca41cec4231cc
neg_hug_7983313.mp4,hug,https://www.pexels.com/video/7983313/,https://videos.pexels.com/video-files/7983313/7983313-sd_360_640_24fps.mp4,10.01,656895,f20e9d259ffeb2072301f9b5adf261a9cfdc42c972be29fbca2862f9d0fb0f6f
neg_hug_8503578.mp4,hug,https://www.pexels.com/video/8503578/,https://videos.pexels.com/video-files/8503578/8503578-sd_640_360_24fps.mp4,13.25,875328,42db55b5b2a14d61d101eb2b2d65ee2f0afec372a059e509bd146464c8f260ce
neg_hug_8644127.mp4,hug,https://www.pexels.com/video/8644127/,https://videos.pexels.com/video-files/8644127/8644127-sd_640_360_24fps.mp4,16.0,955333,8050a260bd6eef7d241a921047d2da3a3c343af1933a7f0b84ee7a425ff426a5
neg_hug_8878165.mp4,hug,https://www.pexels.com/video/8878165/,https://videos.pexels.com/video-files/8878165/8878165-sd_360_640_25fps.mp4,9.76,593547,b28cd04393c86a183e21542acb4c5871559fea8557def7f5ccd25822eed3ca55
neg_hug_8899778.mp4,hug,https://www.pexels.com/video/8899778/,https://videos.pexels.com/video-files/8899778/8899778-sd_640_360_25fps.mp4,14.8,725813,707308ccb8c5b47d933f18dde5ee29d7cd2210430498f2150f8a4c858ab9fc11
neg_hug_9750741.mp4,hug,https://www.pexels.com/video/9750741/,https://videos.pexels.com/video-files/9750741/9750741-sd_360_640_24fps.mp4,40.33,1692282,36ed7fda3abda2c6440446e443556b9ba8cf0d9027f9ae14f6bc542df30153ec
neg_hug_9787350.mp4,hug,https://www.pexels.com/video/9787350/,https://videos.pexels.com/video-files/9787350/9787350-sd_360_640_25fps.mp4,14.96,920105,5863cbc0be709ca9969284955ce7c7e09c3162570611a954af34e9b39a2ba994
neg_play_12760966.mp4,play,https://www.pexels.com/video/12760966/,https://videos.pexels.com/video-files/12760966/12760966-sd_360_640_24fps.mp4,10.01,658735,2d99f205fda4e62be7abcbd7e3c1a65fac2a2965da1b697b88594e3ad0bc83ca
neg_play_17731450.mp4,play,https://www.pexels.com/video/17731450/,https://videos.pexels.com/video-files/17731450/17731450-sd_360_640_30fps.mp4,16.2,1990262,3bffd52d1e8b49f52b0f83832fe0435fd992e73d9ad93e8b664b64195c8ec3ba
neg_play_19066157.mp4,play,https://www.pexels.com/video/19066157/,https://videos.pexels.com/video-files/19066157/19066157-sd_640_360_30fps.mp4,17.77,1561694,3fc3a3c27c09ab8d2433491d8520998b06a8b617e28bd86cd89706ac8b84d0f8
neg_play_19735391.mp4,play,https://www.pexels.com/video/19735391/,https://videos.pexels.com/video-files/19735391/19735391-sd_360_640_30fps.mp4,8.78,362940,6e46ae4657f2e0551f13d74485b2dfdeed1c6ae080bec21af53659d38f5fad43
neg_play_3677021.mp4,play,https://www.pexels.com/video/3677021/,https://videos.pexels.com/video-files/3677021/3677021-sd_506_960_25fps.mp4,17.08,661274,9e613946b59ae6482efc9992afc2cf3c850eb3872c1397295963fb2af2bf68f7
neg_play_3682357.mp4,play,https://www.pexels.com/video/3682357/,https://videos.pexels.com/video-files/3682357/3682357-sd_506_960_25fps.mp4,16.44,2219783,eafa4ab819fc4536e56eb3aecb666f225085dc63d3660a42d1c8411ba2b4133e
neg_play_4122468.mp4,play,https://www.pexels.com/video/4122468/,https://videos.pexels.com/video-files/4122468/4122468-sd_640_360_30fps.mp4,8.91,621941,14462ab5bc1cd7d212c5a65f6a2808e7ef337fc8864f4d934e7b8a9adf01a24d
neg_play_4691631.mp4,play,https://www.pexels.com/video/4691631/,https://videos.pexels.com/video-files/4691631/4691631-sd_506_960_25fps.mp4,15.8,551450,0b2dee35134f84550d1565c1b36194c97993257363f0981741bc16a0721e9a0a
neg_play_4691670.mp4,play,https://www.pexels.com/video/4691670/,https://videos.pexels.com/video-files/4691670/4691670-sd_506_960_25fps.mp4,43.64,4370302,0f699dd9cc50b5a18f9f2052e6b539842ec651ec30c997a2c3dc152b9da40afc
neg_play_5017797.mp4,play,https://www.pexels.com/video/5017797/,https://videos.pexels.com/video-files/5017797/5017797-sd_640_360_30fps.mp4,14.95,1283616,21574a907b0878b739e411fc18c37fc2f9cb608417f19b19293cb446f594fdc5
neg_play_5272054.mp4,play,https://www.pexels.com/video/5272054/,https://videos.pexels.com/video-files/5272054/5272054-sd_640_360_30fps.mp4,10.01,671338,4eaa4dc43776dbd37e805440c0e92f379acbd2c6d85bf06ab52f1f984d7ac0b9
neg_play_5272794.mp4,play,https://www.pexels.com/video/5272794/,https://videos.pexels.com/video-files/5272794/5272794-sd_640_360_30fps.mp4,11.71,809073,9eabb6a513918e48493b3aca7182cce69f4ba5faa445b0c332fbdead9bbc9e0d
neg_play_5512139.mp4,play,https://www.pexels.com/video/5512139/,https://videos.pexels.com/video-files/5512139/5512139-sd_360_640_24fps.mp4,10.01,807018,3b794944fd0a46dffb7e3d01b3a573c4ccbd75295f4d9826844fca5a141997b3
neg_play_5601071.mp4,play,https://www.pexels.com/video/5601071/,https://videos.pexels.com/video-files/5601071/5601071-sd_360_640_24fps.mp4,10.05,485414,e09a48233e4c5b22d4d4eb5c33e8b2e9c2a6154d698f4d31e70d52a977ed4b50
neg_play_5877872.mp4,play,https://www.pexels.com/video/5877872/,https://videos.pexels.com/video-files/5877872/5877872-sd_640_360_30fps.mp4,8.87,668912,f56eb9cfa2ffa6db092cf90ae3b0beded1b27e91f67ae53aead5e98b7536a66a
neg_play_6183268.mp4,play,https://www.pexels.com/video/6183268/,https://videos.pexels.com/video-files/6183268/6183268-sd_360_640_30fps.mp4,9.43,721794,338c4d5f0c62f866d68cb66fc43b53f6569312c1227b9ac39021cefb635a0b8c
neg_play_6299132.mp4,play,https://www.pexels.com/video/6299132/,https://videos.pexels.com/video-files/6299132/6299132-sd_640_360_25fps.mp4,28.84,2315488,48ae82faa4e7c81b6f71b667948e83ebea27864c137b16d0dd084d5adf121c1d
neg_play_6299167.mp4,play,https://www.pexels.com/video/6299167/,https://videos.pexels.com/video-files/6299167/6299167-sd_640_360_25fps.mp4,16.28,1374311,92ca778d1f282be03da658d5c8e1cffa4449ea67bd7368f53741d6d89d6c7447
neg_play_6300728.mp4,play,https://www.pexels.com/video/6300728/,https://videos.pexels.com/video-files/6300728/6300728-sd_640_360_25fps.mp4,8.28,497514,387fda6f4f408d7d4094793b62df9db37ff4ec998bdfbb1bd5f4d67a1fb4f0e9
neg_play_6651627.mp4,play,https://www.pexels.com/video/6651627/,https://videos.pexels.com/video-files/6651627/6651627-sd_640_360_25fps.mp4,9.84,601395,d9b6686422c3245ef66f798ef3647a53eb114700c56e81699d67b6aff8a3fd83
neg_play_6952259.mp4,play,https://www.pexels.com/video/6952259/,https://videos.pexels.com/video-files/6952259/6952259-sd_640_360_30fps.mp4,10.63,686463,40dc2c4e4837fc54a54f7e7ea29bdaa05531431d5a1e4ce4683e00d3988925f5
neg_play_6952294.mp4,play,https://www.pexels.com/video/6952294/,https://videos.pexels.com/video-files/6952294/6952294-sd_640_360_30fps.mp4,17.77,1146415,0e2a0be7e3fac89d9fe264f539a423daedaef89b3a8ffebc3d9e0591b4b4b189
neg_play_6952624.mp4,play,https://www.pexels.com/video/6952624/,https://videos.pexels.com/video-files/6952624/6952624-sd_360_640_30fps.mp4,18.37,1102980,b9fc379c8c299c9e02e4c3b72abc01d7797f6d9a56b4a02ee95543f14cdf46ae
neg_play_7101115.mp4,play,https://www.pexels.com/video/7101115/,https://videos.pexels.com/video-files/7101115/7101115-sd_640_360_30fps.mp4,13.43,857483,77a69975b063845313dc7a6e77175cacd8e1956a63e663872505f0da416fb35b
neg_play_7102473.mp4,play,https://www.pexels.com/video/7102473/,https://videos.pexels.com/video-files/7102473/7102473-sd_360_640_30fps.mp4,8.61,658345,8463b9f93ead9c12fad6502b30189e35a17566be1137cc2243f826d4688a2c32
neg_play_7330443.mp4,play,https://www.pexels.com/video/7330443/,https://videos.pexels.com/video-files/7330443/7330443-sd_640_360_25fps.mp4,14.0,990592,ab64a01383e652011493d47ffae0a4657f3a9feff57dd3625a339e818e12f672
neg_play_7424470.mp4,play,https://www.pexels.com/video/7424470/,https://videos.pexels.com/video-files/7424470/7424470-sd_640_360_30fps.mp4,20.49,1435559,6b42e548251f58e2403f22a9289739d74eb2b6f890516ab8bc85face9365675a
neg_play_7667875.mp4,play,https://www.pexels.com/video/7667875/,https://videos.pexels.com/video-files/7667875/7667875-sd_640_360_25fps.mp4,25.76,1586920,c3eee344702053fdabdf7e69acc2b9790a5b6a660d0c3abfd4e23ff6233d0aa3
neg_play_7667949.mp4,play,https://www.pexels.com/video/7667949/,https://videos.pexels.com/video-files/7667949/7667949-sd_640_360_25fps.mp4,30.96,2089209,b2c29fa97c98551bfc8d97b933e04e8df6c198abd05359417f62bafbfcda397a
neg_play_7667953.mp4,play,https://www.pexels.com/video/7667953/,https://videos.pexels.com/video-files/7667953/7667953-sd_640_360_25fps.mp4,16.92,1035858,19f3ea5996af45d765619bd819a11224fb6ebd3ceac7000eea5d4777640459dd
neg_play_7774573.mp4,play,https://www.pexels.com/video/7774573/,https://videos.pexels.com/video-files/7774573/7774573-sd_360_640_30fps.mp4,10.33,441677,65741f53c139b83c33ae7d27bd213886b1f1096040786b4dc0f2c59fb6c64545
neg_play_7844078.mp4,play,https://www.pexels.com/video/7844078/,https://videos.pexels.com/video-files/7844078/7844078-sd_640_360_25fps.mp4,8.96,536380,327121d40af429b69397cc29f7af9af80dfa8c3a32e73ce20bce61ac015f847b
neg_play_8034250.mp4,play,https://www.pexels.com/video/8034250/,https://videos.pexels.com/video-files/8034250/8034250-sd_360_640_30fps.mp4,8.9,533422,b85f280725edc6b7712f72f1d7525d3fa9eca9edcbd2773e25257b26ef0dc016
neg_play_8048056.mp4,play,https://www.pexels.com/video/8048056/,https://videos.pexels.com/video-files/8048056/8048056-sd_640_360_25fps.mp4,14.36,1001634,7813104c5092e63b2f151c7da6b4d3a622fe2ae2cc9b1be09238bbbea797d75a
neg_play_8100958.mp4,play,https://www.pexels.com/video/8100958/,https://videos.pexels.com/video-files/8100958/8100958-sd_640_360_25fps.mp4,14.52,987514,bb1375c46c2379d48762f31461aaacee2f8b06dc0252ca9920130ea13694043a
